,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.43386187553405764,0.06006450134596314,0.0037985324859619142,0.0003997327177049117,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9061110973358154,0.21685944238709315,0.0035980224609375,0.000489047578816266,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.7761287979663463,0.752878917750531,0.8441558441558439,0.8755974920851693,0.836149842575338,0.8169295452075386,0.04543042946775356,183,0.7636340266131305,0.7730634641408323,0.8393452703018421,0.8502920865078223,0.8431215295421294,0.8138912754211514,0.03747007843819747
2,0.8751204013824463,0.2581274850921227,0.003198671340942383,0.0007477420056734554,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.7486896688774602,0.820649673322904,0.8728563717144874,0.8754764930114355,0.8220469348345488,0.8278901948425769,0.04617194760965559,164,0.7409587743671343,0.8623495415286243,0.8492412633752603,0.8484135907811914,0.8291840606682358,0.8260294461440892,0.04383140086382838
3,0.957493257522583,0.09677390830177456,0.0029993057250976562,0.0006324852080356605,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.8580562381749767,0.7853487205218261,0.8238871487688332,0.8658918194009829,0.8217110466649079,0.8309796301840405,0.028882436536951925,151,0.8406636818540945,0.8380764582317185,0.8234335714827815,0.8448060635763525,0.828560719011108,0.835108098831211,0.007910612514472688
4,0.6345975875854493,0.09224713032352161,0.0033988475799560545,0.0004894344348745089,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.8599244219560613,0.7757081003066931,0.8161245843134073,0.8659244457131976,0.8381769096395101,0.8311659225361683,0.03282562181993112,149,0.8491222899666588,0.8343441203627047,0.8203941015488283,0.8432895929678429,0.8518361320413586,0.8397972473774786,0.011404440391793827
5,0.5708172798156739,0.05846193548892342,0.0033998012542724608,0.0004901165436134424,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.8027092903346756,0.7531395809094288,0.7612807699426243,0.8772038931558813,0.8366091808267807,0.8061419967869331,0.04648262786039046,194,0.7871907065420117,0.803773021657377,0.7590923620709071,0.847334531983129,0.8506855055977974,0.8096152255702445,0.03521097588590938
6,0.7323654651641845,0.2973758372380679,0.0031993865966796877,0.000400042970811594,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.8648204596061128,0.7988731656184486,0.8529584065612185,0.8723920725149787,0.8434632847972435,0.8464994665419223,0.025791467195827117,20,0.8447690922938438,0.8417474401599878,0.8438454812270575,0.8496974385079092,0.8587175112424449,0.8477553926862488,0.00607026319732064
7,0.7223695278167724,0.15284026418548874,0.0029985904693603516,8.529922399520072e-07,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.8666195014357643,0.8099148680024075,0.8680445151033385,0.8740387331680212,0.8399557452189023,0.8517165979164918,0.02397095084050291,5,0.8508666319510623,0.8505842351907402,0.8498671677574043,0.8454869478807793,0.8570501009611774,0.8507710167482327,0.0036934876462415512
8,0.7413630962371827,0.16347997656112437,0.0029993057250976562,0.0006318827712251522,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.8103488426249346,0.779138280243049,0.8441558441558439,0.8675040257648947,0.8520702863744141,0.8306085924725201,0.03182505948019827,155,0.7881701123176723,0.8223525589507703,0.8432659727519193,0.8375049576542138,0.8555530346001147,0.829369327254938,0.023201302193116828
9,0.7169705867767334,0.05783785240940027,0.0035994529724121095,0.0004892399993990182,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.8456033634493235,0.802889085915706,0.7612807699426243,0.7953576673711344,0.7782175418757494,0.7967001639007537,0.028404573549461205,207,0.8230713177173429,0.8466727371217441,0.7710290475630605,0.7569566602490397,0.7866015577465896,0.7968662640795553,0.03326587447938972
10,0.7927464008331299,0.05214448735022486,0.003199148178100586,0.00039980443875062396,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.8648204596061128,0.8141239173884075,0.8597126957422024,0.7953576673711344,0.8460006036824624,0.8360294508597989,0.026917818597601034,110,0.8452091066139839,0.8580214839962176,0.8447325267947071,0.7575871210665835,0.8544974554269749,0.8320095387796934,0.037568941859970874
