,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,2.5890526294708254,0.043137650053841264,0.10718832015991211,0.00037567114292550563,relu,0.001,"(23, 23)",0.13,"{'NN__activation': 'relu', 'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (23, 23), 'NN__learning_rate_init': 0.13}",0.6488087735815837,0.6538183844128476,0.6501973338458231,0.6443566271626017,0.643758027536899,0.648187829307951,0.003753080992392973,1,0.648783393154903,0.647530990447087,0.6456639453803343,0.6498964297596486,0.6500460796660741,0.6483841676816094,0.001633143580777313
