0,0.08969378988576528
1,0.0627358986805761
2,0.06247449618780076
3,0.06216324095094115
4,0.0545941038583891
5,0.054010781242697974
6,0.05171813419988598
7,0.05087001519683523
8,0.04938859028468172
9,0.04935409317728679
10,0.04883621338780395
11,0.048450324560429525
12,0.0476491276388382
13,0.047480901426105865
14,0.043846996493947195
15,0.043328806153221856
16,0.03165581979005219
17,0.02244967380028605
18,0.019890220014539918
19,0.018266874055375193
20,0.01693503384153574
21,0.012951596875396267
22,0.011255268297608048
