0,0.11667353984785311
1,0.07267986423131532
2,0.07068624451315199
3,0.07035158632622088
4,0.06556762955141204
5,0.06232917950416288
6,0.06127392183988439
7,0.04995380096823193
8,0.04703189050202359
9,0.03163796750899192
10,0.03005884261502339
11,0.026129569517624792
12,0.022041080657187306
13,0.02200482804413609
14,0.02167448366973249
15,0.021319131332676034
16,0.01877463515915405
17,0.014145704151238636
18,0.01320012824842179
19,0.013071091885736378
20,0.012504950406696193
21,0.011774937841757552
22,0.010124562559773852
23,0.008410753147364428
24,0.008170344686259996
25,0.008054743556705624
26,0.006506781041295653
27,0.00591247403725075
28,0.0055130018313632664
29,0.005163542676446988
30,0.005125434419407867
31,0.004727807963007566
32,0.0044757869231423835
33,0.00386877187389713
34,0.0038414773386716266
35,0.0037180875187544497
36,0.003670368722212693
37,0.0034505166381513025
38,0.003289691449882605
39,0.0032533778732010328
40,0.003236680481258801
41,0.003212511175753256
42,0.002413522262336879
43,0.002347786516304705
44,0.002305793121692129
45,0.0018743521095997827
46,0.0017774136083781777
47,0.0016684154839945225
48,0.0014838771023168345
49,0.0014318736454048161
50,0.001278269267114342
51,0.0012176234382570827
52,0.0010934452424962162
53,0.0010551607505387209
54,0.0007464271030265643
55,0.0004908840280215368
56,0.00020343208408356197
