,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.15196118354797364,0.037440246426804366,0.0021048545837402343,0.00016729426511576939,relu,0.1,"(23, 23)",0.13,"{'NN__activation': 'relu', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (23, 23), 'NN__learning_rate_init': 0.13}",0.7612672936343314,0.8094992933575609,0.7982838683626085,0.7711790833838078,0.796432552954292,0.7873214974505326,0.018085152911835954,1,0.8161756347101174,0.7992356800459475,0.8201462369391859,0.7984205526961052,0.8233646032474641,0.8114685415277639,0.010572306474030029
