,0,1,2,3,4,5,6,7,8,9
2,0.9643043714115913,0.9669611297956718,0.9689864138434509,0.9612583358070329,0.9658845803335303,0.9625655277366713,0.9689659954934673,0.9665311083331783,0.9674839432572819,0.968019851035648
3,0.9379352775724837,0.9500857274389046,0.952291603480459,0.9447891543076745,0.9435924251350619,0.9463691582401412,0.9492781388699361,0.9507835756333155,0.9526515340020091,0.9446361485599857
4,0.9320408581959576,0.9306249282059396,0.9327512237465916,0.9333413955244283,0.9296730834839119,0.9335388509970228,0.9331938682897246,0.9359806779478271,0.9285517903470392,0.9338363842672149
5,0.9078444789938126,0.9179639426642472,0.9248276051232897,0.9138943102899587,0.9109092719832035,0.9147743957156389,0.9138814470460809,0.9083021319881361,0.8998133426427068,0.9140973564528327
6,0.8879629333712875,0.8941333410211485,0.8874451015162947,0.8996923515378774,0.8996674727680866,0.9000353666752823,0.9008769483294164,0.8911950637409111,0.9046171973293644,0.893284762913698
7,0.8761022994049659,0.8775159084415634,0.873953380072356,0.8770020662047415,0.881585862085102,0.8822088774209272,0.8763515101637724,0.8773572789759092,0.8707520011607691,0.8888538879591978
8,0.8629479448336935,0.8503781735580338,0.8489541793390464,0.8609668950652956,0.860583809092734,0.8634157348838576,0.8611475574716372,0.8575134172226239,0.8606354283510802,0.8513603627097067
9,0.8436076582027,0.8323423142030645,0.8445311022864056,0.8378636161968953,0.8389123612240997,0.8553922612898837,0.8463121897367322,0.8265380996323759,0.8475451127923314,0.8299673616333347
10,0.8243393102117135,0.8306365376290185,0.8284575784263609,0.8145438383701069,0.8247033615504477,0.8325771914954713,0.8293589515654816,0.8316166752688867,0.8248081095750058,0.8312579058264905
15,0.7527594794649162,0.7331329260241884,0.7216077955234212,0.744911983374198,0.7220382312777941,0.7500833426986613,0.7515000982245932,0.741859325444746,0.7309579828716881,0.7389430710824147
20,0.6354203838144994,0.6555422067507684,0.6570515904127439,0.6545248474192192,0.6437743155394466,0.6585568326048905,0.6522646515166312,0.6648829141824731,0.6349264969866912,0.6539465107961824
25,0.5393012525693031,0.5718837059568679,0.5488798700566265,0.546060501215355,0.5605996413131733,0.5622719130638276,0.5637729486357685,0.5593929948054613,0.5699030969654293,0.5615237813304642
30,0.48436177769031846,0.4678471620819341,0.4672883373884343,0.4554484367753732,0.47317664955326766,0.4888913400977748,0.47613121743412906,0.4684955489720996,0.47306370299365696,0.4737897484605267
35,0.3915606362868196,0.3690866140205554,0.3999504118851267,0.39365942713054275,0.38167313877968995,0.38815556445065114,0.3852997008406094,0.411049096301205,0.4091520703583217,0.3971045275978206
40,0.29197480996808345,0.30479451665544677,0.30787571453750884,0.2958461455280273,0.3014903293338547,0.29981666477071806,0.30117172115244173,0.2985114886516822,0.2953335882814361,0.2853874010555663
45,0.19752797675264488,0.2161659530682653,0.21632642828044346,0.22198972064872607,0.1988862036712351,0.20883754186886055,0.2199670794228863,0.21218421518743455,0.19311201372383704,0.21038300228776616
50,0.11712276728250733,0.11956397760830317,0.10977580395265957,0.12390774115283572,0.11503635188882011,0.11320805395159488,0.13076143364087137,0.12040813197845424,0.1079984661258232,0.1150546658824027
55,0.03241890133916812,0.035590303928127176,0.0369453217481801,0.03166728493289604,0.03308100514344799,0.03366779430262767,0.03724626095990354,0.03356464438952648,0.03460103647266054,0.029029126577939292
60,2.5119285862156812e-29,1.9906897972502178e-29,3.1226993581456147e-29,2.251948479549398e-29,2.944969269079906e-29,4.42335118098603e-29,3.67305972753985e-29,2.1815025118628095e-29,2.4592540182133416e-29,2.4030594497087806e-28
