k,Spam log-likelihood
2,-4.385969600288267
3,2.121486745991761
4,6.31087765786965
5,4.520026040048995
6,4.784523786151832
7,5.086616630326699
8,11.15902679135324
9,11.101515029788452
10,10.510738163253816
15,16.0560387438644
20,17.396492031939932
25,20.282084305990974
30,20.01889759421736
35,21.244890688016344
40,21.24771724486783
