,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,5.569715738296509,0.8779093466023421,0.010366725921630859,0.0005268722929626492,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.6138030360420157,0.6142423601213521,0.6305865321994931,0.6299430129207351,0.6350258444318881,0.6247201571430969,0.00890918102672996,228,0.6279080127775843,0.6215544733886429,0.6285290722298147,0.6217352626516285,0.6296581515677945,0.6258769945230929,0.003501252112091778
1,7.173659467697144,1.319177421385433,0.010055351257324218,0.0006079805671906544,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 3}",0.6157362265319491,0.623503706611811,0.6314972658246343,0.6411851022078421,0.6328665748089928,0.6289577751970459,0.00866938828428949,196,0.6322018297601093,0.630977357862206,0.6259844479275913,0.6327959045123354,0.6295952146912603,0.6303109509507004,0.0024259192834513448
2,6.42178168296814,1.138857287918327,0.010120391845703125,0.00037375127938385104,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 4}",0.6007806147180476,0.6211787443492557,0.6303476188799441,0.63480618239222,0.6317837314508983,0.6237793783580732,0.012365340961031559,236,0.6121563111783459,0.6262002432571978,0.6248100787196351,0.6329972613820312,0.6269526474458815,0.6246233083966183,0.00683368912604034
3,6.422097778320312,1.2781651604273143,0.010452461242675782,0.00034355465024413,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 5}",0.6056245329096515,0.6191787502727265,0.6268858438592858,0.6356501124307652,0.6092931357833905,0.6193264750511639,0.011063798009722388,256,0.6181977165678487,0.6300640738538328,0.6241292909375175,0.6344439457028345,0.6094588284230501,0.6232587710970167,0.008811705534336026
4,10.124701738357544,3.3181083131511793,0.01005382537841797,0.0003784526303879372,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 6}",0.6219558708012052,0.6356629466173527,0.6352107883514287,0.6254780323151655,0.6213123515224471,0.6279239979215199,0.006297678919478502,205,0.6352153132249051,0.6403858038758583,0.6376802997539455,0.6278752691477013,0.6213666088689492,0.6325046589742718,0.006953197238990575
5,8.702684450149537,2.4642086326580666,0.010084724426269532,0.0005267862600284805,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 7}",0.6155576997057022,0.635882608657021,0.6331183223151291,0.6204016178973061,0.6213663209224554,0.6252653138995227,0.007842093438826764,224,0.6295647334981153,0.6377862640637179,0.6356539791408267,0.6206212799369741,0.6161379941614322,0.6279528501602133,0.008389807252600098
6,4.436818695068359,0.6409365818682581,0.010024404525756836,0.0004947468186541303,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 9}",0.6090130872504201,0.6085352606113219,0.6167677331436944,0.6054588402699917,0.5951082333281448,0.6069766309207146,0.007008633440419306,329,0.6186132644938278,0.6118791832455285,0.6067016173378671,0.6056547261563024,0.593783556050348,0.6073264694567748,0.008181865489213366
7,6.248596143722534,1.0528573034936104,0.009997129440307617,0.00034316532843781485,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 10}",0.6212519650291449,0.6113059640465072,0.617239142689499,0.6188537820867005,0.6271530582056688,0.6191607824115041,0.005171743169919107,257,0.6310759589687762,0.6159006851152063,0.6117812403023734,0.620118072871195,0.6246395732600051,0.6207031061035112,0.006724537914889469
8,5.0077728748321535,0.6863494410187289,0.009969615936279297,0.0005250963522036182,0.1,"(50, 50)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 11}",0.6110130813269494,0.6180098520481552,0.6190926954062496,0.6293444132950327,0.6165224027308516,0.6187964889614478,0.005961847804620362,260,0.6266363587898874,0.6224302009471627,0.6109986428670388,0.6322702376200283,0.6126579139708017,0.6209986708389837,0.008129573250248049
9,6.151382064819336,0.9010775527641516,0.010299491882324218,0.0004516283391365055,0.1,"(50, 50)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 12}",0.6169462599699415,0.6324876372229583,0.6214112405755111,0.6436693400167632,0.6447072637218022,0.6318443483013952,0.0112827444850034,182,0.6334134674714248,0.6419031584933189,0.6256363617516227,0.6420521502363299,0.637992433753384,0.636199514341216,0.006153725917601893
10,8.35757098197937,3.6791451582236134,0.011489105224609376,0.0010846921883561024,0.1,"(50, 50)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 13}",0.6049270442308848,0.6442075531491639,0.6512967958301398,0.6529114352273411,0.6240573865844576,0.6354800430043973,0.018407364568834853,169,0.6199157698915905,0.6559390692055537,0.6522393269752552,0.652658083447881,0.6210352235896298,0.6403574946219821,0.016287922886846593
