,0,1,2,3,4,5,6,7,8,9
2,0.5174506180729391,0.5388586387117503,0.5039375015899409,0.5020807211356383,0.5034935972196884,0.6048550965270054,0.5318988167796718,0.5162704187058861,0.48150039462974464,0.4209204090491457
3,0.6933160606961796,0.6173064202163482,0.5307232404582787,0.5780820735026491,0.636690186983198,0.6783410267191256,0.6195142288042713,0.5538372783264909,0.565456797492854,0.6038953856524719
4,0.6856930755659892,0.6643333670271532,0.6170281225296107,0.6444776378562777,0.6782295157478303,0.7009163795357805,0.6300362755705149,0.5747536632505139,0.6418271765783743,0.5291607746054175
5,0.7475073490968425,0.7079233741040148,0.5968199878150517,0.7463398503276057,0.7531400350530413,0.7128365284137562,0.718843643514629,0.7017777488023392,0.7162415432975016,0.5999327063912255
6,0.7441780144060912,0.7591022687271848,0.675234032795652,0.7590819000110668,0.7321551628100013,0.7866328320883278,0.7360464454854136,0.7103940629420271,0.737268108959411,0.6137350221273826
7,0.7481573098283547,0.7631267285404367,0.743953074454087,0.7566337940608963,0.7290804004985184,0.8395193883843511,0.7662179174122289,0.7452307998753958,0.8088282478950509,0.7120875114572762
8,0.7695889142831284,0.8213462262592571,0.7635913998009985,0.8306905270190542,0.8290912498007298,0.8320037830412252,0.8190201065571903,0.7674767914484617,0.8230123858558478,0.73419032352134
9,0.7840934622365424,0.8360945061475854,0.745293579563396,0.8514104751830075,0.840725433040102,0.8369586978223186,0.8330923761669089,0.7954355654358951,0.824256553792283,0.7907683939755368
10,0.8546037843365015,0.8186050483652372,0.7965310658336454,0.8751109146551511,0.8524421049972923,0.8732471740948181,0.8544372399904246,0.7778711349947002,0.8511641795075692,0.8097862045058792
15,0.8932284946678614,0.8751290441761357,0.846866767054884,0.8926454507176125,0.9008470774995968,0.9000526111498158,0.9017656957583337,0.8342965071536979,0.8781060830709214,0.8892069703809953
20,0.9293878239245242,0.9147567407203248,0.8868763385211746,0.9293655223155322,0.9056970393662748,0.9322250740731943,0.9288654976450497,0.8908547841966702,0.9225388098056959,0.9386344784387042
25,0.9301819756643424,0.9364231362911369,0.9319298018098683,0.95297342231445,0.9255540188445932,0.9464598342607348,0.9449185414178856,0.923583420398556,0.9298533951191332,0.9390448191681061
30,0.9534472405311796,0.9627095796613739,0.9327090040565937,0.9475551686844511,0.9408840581879759,0.9495977812322591,0.9565319516563415,0.931537403950625,0.9513608876698785,0.9542414342175733
35,0.9651413712283201,0.9641091186650469,0.9316333272178866,0.9468453857899674,0.9487265191277641,0.9645505696165734,0.9659666057671538,0.9373869073350728,0.9532600831534243,0.9593305300739595
40,0.9623500203615254,0.9713541715029003,0.9491383996685963,0.9624613776276633,0.957473149957477,0.9629534163492182,0.9641283918209442,0.9486589382062102,0.9673142137996669,0.9616128751599932
45,0.9655980731761803,0.9711766503436617,0.9616978706727982,0.9583518552004856,0.9594514350058908,0.9675576981481823,0.9679123362522462,0.9610099043759753,0.9700394715599288,0.9657167726711624
50,0.9699112357336284,0.9795067597298661,0.964684342632533,0.9729126288177872,0.9664066774652754,0.9717796220173328,0.9667762280449839,0.9576532123980506,0.9721905474005031,0.969930504300006
55,0.9733181126943691,0.9805636936777737,0.9587089182056029,0.9747537377689093,0.9646961561683641,0.9727629350645303,0.9653759879616259,0.9666496193488359,0.9725959405814733,0.9697983384455339
60,0.9755468988376986,0.9810166463560167,0.9775089558788428,0.9744803123066067,0.9722004927224897,0.9750679692453591,0.9703906024173624,0.9698627009532468,0.9741260166044586,0.9729101981880292
