,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.13146419525146485,0.019999739530949332,0.0021180152893066407,0.00013074824446477257,relu,0.1,"(23, 23)",0.13,"{'NN__activation': 'relu', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (23, 23), 'NN__learning_rate_init': 0.13}",0.8027921541776587,0.7817080557238038,0.7688976377952756,0.78020391681809,0.8142241816154859,0.7895616389069827,0.016485518241143048,1,0.8075233674371606,0.827363096158519,0.7879431840774039,0.798524376504893,0.8124637447224926,0.8067635537800937,0.01326273725662932
