k,GMM,Kmeans
2,0.6458706027117144,0.6770372927308818
3,0.8012933382620953,0.8012933382620953
4,0.8931194949542718,0.8791390080962159
5,0.9709651647883926,0.9709651647883926
6,0.990602166792643,0.9839019403332784
7,0.9949167008536166,0.9949167008536166
8,0.9958723650310787,0.9986139315313272
9,0.9994245226105285,0.9994245226105285
10,0.9996355685131194,0.9996598639455783
15,1.0,1.0
20,1.0,1.0
25,1.0,1.0
30,1.0,1.0
35,1.0,1.0
40,1.0,1.0
