,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.7877480506896972,0.1226000153670085,0.004998254776000977,0.0006321835650554364,relu,0.1,"(114, 114)",0.01,"{'NN__activation': 'relu', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (114, 114), 'NN__learning_rate_init': 0.01}",0.8113523620132499,0.7937584803256446,0.818329218019775,0.8574713571082785,0.8515833405042573,0.826486457501542,0.024314592541827613,1,0.823076818877582,0.7761152900111202,0.8406388180345487,0.8423655433240326,0.8474687314854882,0.8259330403465542,0.02622990390340216
