,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
66,0.8562475204467773,0.07221424235100297,0.03437571525573731,0.030297236799312108,0.1,"(25, 25)",29,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 29}",0.8909296126922892,0.9291581640580493,0.9091386389171822,0.9230864222940295,0.9199601287985919,0.9144455776637966,0.01344254701778157,147,0.9150955931202464,0.9222178701232407,0.9169900064137216,0.9320964275447257,0.9216705680725711,0.9216140930549012,0.005901187866788642
67,0.7999975204467773,0.13778315670957678,0.012499809265136719,0.0062499046562155824,0.1,"(25, 25)",32,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 32}",0.9024550901359021,0.9349994291822776,0.9062226864780747,0.9069003977356427,0.9219141226419485,0.9144923020569723,0.012220336867377807,145,0.9286759846278104,0.9302726293714179,0.9186195998913022,0.9265680366300825,0.9307009744324927,0.926967444990621,0.004418792559442528
68,0.8906225204467774,0.1759470856774439,0.009375047683715821,0.012500262268963344,0.1,"(25, 25)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 35}",0.8804661611607071,0.9295307848893709,0.8965139085138243,0.9242944140468021,0.9247967479674787,0.9111066360526532,0.019254812968041338,195,0.9084380313738821,0.942012288786479,0.9096417226893599,0.9498845989842875,0.9301598324289899,0.9280272948525997,0.016731037165452517
69,0.9562473773956299,0.1516187750334265,0.015624904632568359,0.009881137723486269,0.1,"(25, 25)",38,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 38}",0.9081698607965443,0.9283247859755227,0.9180006874069139,0.9192165696764909,0.9305626263093741,0.9208479517579653,0.008023506787266403,80,0.9241648753136555,0.9341141621385827,0.9354242251155317,0.9308646138562383,0.9420240542459619,0.933318386133994,0.0058423322957619145
70,1.0843716621398927,0.17387882994627807,0.015624666213989257,0.009881665328171493,0.1,"(25, 25)",41,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 41}",0.9148587246043766,0.9211644048482339,0.9310270314766986,0.9356080886289694,0.9293535199983556,0.9263978524220741,0.007425999684884158,33,0.9351817159985001,0.9250123940817646,0.9438313159063064,0.9478956559407586,0.9425011827787452,0.938884452941215,0.008060995537513469
71,1.0468772888183593,0.15149113666066175,0.01562047004699707,5.965230943296816e-06,0.1,"(25, 25)",44,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 44}",0.9182858663827521,0.9365186872729513,0.921658022419274,0.9135877351683173,0.9243387370904941,0.922875929893246,0.0077086518844666,65,0.9320724185258814,0.9298722676694832,0.9387242421156226,0.937890740446037,0.9354715747850636,0.9348062487084177,0.0033801010862434164
72,0.5499995231628418,0.08637608036575514,0.01875152587890625,0.00625102591713639,0.1,"(25, 25)",47,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 47}",0.8934470865855872,0.9365186872729513,0.9306711961901983,0.9206798866855526,0.8915134774740436,0.9145666673413907,0.01874018198922063,143,0.9165963057634237,0.9354238940661593,0.9390323968214404,0.9330224293900107,0.8954408876016904,0.923903182728545,0.016175742723829066
73,0.47812209129333494,0.1029826656546445,0.006249380111694336,0.007653896244516262,0.1,"(25, 25)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 50}",0.9060934251112391,0.9300957041533745,0.9049976049816384,0.9187469003141017,0.9083205531439252,0.9136501458861873,0.009558796039106952,164,0.944342706060777,0.9316425049320847,0.9148046262879748,0.9467050163046274,0.9256374586783309,0.9326264624527589,0.011856713147312408
74,0.9687479972839356,0.28418598496588826,0.003125,0.006250000000000001,0.1,"(25, 25)",53,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 53}",0.8944241461477362,0.9349941849788823,0.9016568908678342,0.9331676559387132,0.8963132414747019,0.9121106372060062,0.01810416254800546,183,0.924602029844482,0.9525651921098511,0.9204481754263089,0.9467050163046274,0.9173691112812997,0.9323379049933139,0.014427967633829586
75,1.0249958515167237,0.3503035400200118,0.0031253814697265623,0.006250762939453125,0.1,"(25, 25)",57,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 57}",0.9081698607965443,0.9334667643326561,0.922883618658709,0.92333936417679,0.9185229760434921,0.921273301548456,0.008186105178088088,79,0.9238086953381824,0.9384162895927566,0.9345021689148589,0.9501020051622473,0.9636830746442216,0.9421024467304534,0.01368012977698987
