2,48.73436998414978
3,91.69576489254683
4,72.89976299664855
5,72.75112861933162
6,84.84233009729606
7,112.69545120462301
8,108.67387169787946
9,99.31246202056214
10,100.94622202261544
15,80.64236576331236
20,119.74226055898922
25,171.3258357324856
30,232.83372186195538
35,238.13206983704524
40,230.38927539236246
45,230.19110447006835
50,239.20563072701472
55,256.24489001634635
60,270.85894059714434
65,270.85894059714434
70,270.85894059714434
75,270.85894059714434
80,270.85894059714434
85,270.85894059714434
90,270.85894059714434
95,270.85894059714434
100,270.85894059714434
105,270.85894059714434
110,270.85894059714434
115,270.85894059714434
120,270.85894059714434
