2,9.07529977474226
3,183.90646410763108
4,213.30441823967067
5,180.402264208158
6,209.4010907880229
7,219.96510782798393
8,226.05155565043324
9,200.76152777404255
10,216.02222737266084
15,214.8543914991774
20,170.3588233419061
25,174.90505293346087
30,174.90505293346087
35,174.90505293346087
40,174.90505293346087
45,174.90505293346087
50,174.90505293346087
55,174.90505293346087
60,174.90505293346087
65,174.90505293346087
70,174.90505293346087
75,174.90505293346087
80,174.90505293346087
85,174.90505293346087
90,174.90505293346087
95,174.90505293346087
100,174.90505293346087
105,174.90505293346087
110,174.90505293346087
115,174.90505293346087
120,174.90505293346087
