,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,2.4693294048309324,0.07384183795538238,0.011400747299194335,0.001210381123778541,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.5000000000000001,0.653748740342627,0.6339771582129662,0.5000000000000001,0.6484417111940047,0.5872234238743282,0.07152114716930175,277,0.5000000000000001,0.6470945879491786,0.6520357447745222,0.49999999999999994,0.6484209759766566,0.5895102617400715,0.073102717896211
1,2.431843948364258,0.20562526861037989,0.011260128021240235,0.0014983127425283976,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.5000000000000001,0.6935303997312732,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.5387060799462546,0.07741215989250924,297,0.5000000000000001,0.6877044569393238,0.49999999999999983,0.49999999999999994,0.5,0.5375408913878646,0.07508178277572954
2,2.6432024478912353,0.12717558151931196,0.009841632843017579,0.0024167506336272883,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.6596284520287902,0.653748740342627,0.6339771582129662,0.6870742358078603,0.6484417111940047,0.6565748205200275,0.017460287563665536,1,0.6456201550387597,0.6470945879491786,0.6520357447745222,0.6893183893468373,0.6484209759766566,0.656497970617191,0.016547384475154737
3,2.6043962955474855,0.008706216765286472,0.009063386917114257,0.0004094959303078504,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.6596284520287902,0.653748740342627,0.6339771582129662,0.6463150822976151,0.6484417111940047,0.6484229898179785,0.00856848161050561,29,0.6456201550387597,0.6470945879491786,0.6520357447745222,0.6489530155009795,0.6484209759766566,0.6484248958480194,0.0021425893594483087
4,2.881559419631958,0.030630763325659477,0.008234024047851562,0.0001871812102132895,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.6596284520287902,0.653748740342627,0.6339771582129662,0.6463150822976151,0.6484417111940047,0.6484229898179785,0.00856848161050561,29,0.6456201550387597,0.6470945879491786,0.6520357447745222,0.6489530155009795,0.6484209759766566,0.6484248958480194,0.0021425893594483087
5,3.1464446067810057,0.4311277276388686,0.008472537994384766,0.0005089110689902042,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.6575426451747061,0.6512126301645953,0.6336446086664428,0.6463150822976151,0.6442631985751252,0.6465965363394112,0.007930203466583168,126,0.6447107300931408,0.6452245117747425,0.6506877787562619,0.6489530155009795,0.6469614264919942,0.6473074925234238,0.002251036494701687
6,3.116291952133179,0.46932002828829816,0.008547592163085937,0.0008519462619802103,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.6575426451747061,0.6528653006382266,0.6269398723547197,0.6463150822976151,0.6463524548845649,0.6460038323074012,0.010429977748596348,180,0.6447107300931408,0.646406374730775,0.6473866850324518,0.6489530155009795,0.6475120209056308,0.6469937652525957,0.0014013503184806299
7,3.37935585975647,0.6020141357751132,0.008739995956420898,0.001072096741668459,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.6550124430670987,0.6487907289217333,0.6269398723547197,0.6467517635203225,0.6442631985751252,0.6443523325289217,0.009405689258657719,237,0.6403658234439433,0.6419257477754593,0.6473866850324518,0.6479349258826477,0.6469614264919942,0.6449149217252993,0.003132017777501577
8,4.1715254306793215,0.6539073360520309,0.008196687698364258,0.0003507322744760764,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.6580923537184983,0.6520960698689957,0.6336446086664428,0.6462008733624455,0.6421739422656854,0.6464426524615464,0.008364052850585125,145,0.6458099851344201,0.6460764983308467,0.6508515520939626,0.647714231707853,0.6435795394448558,0.6468063613423876,0.0024135302748848355
9,4.570429992675781,1.031709602987658,0.009627008438110351,0.0007917937023259935,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.6580923537184983,0.6526469600268728,0.6336446086664428,0.6462008733624455,0.6442631985751252,0.6469705396287303,0.008263880382574262,102,0.6458099851344201,0.6466531995995896,0.6508515520939626,0.6464777776392537,0.6469614264919942,0.647350788191844,0.0017905195761248175
10,3.578130865097046,0.45253929845445695,0.010533952713012695,0.0009530509651977363,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.6550124430670987,0.6520960698689957,0.632875377897212,0.6462008733624455,0.6442631985751252,0.6460903237952973,0.0076640008066981725,172,0.6403658234439433,0.6460764983308467,0.6498073317816109,0.6464777776392537,0.6469614264919942,0.6459377715375297,0.0030782729969603814
