,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.6917857646942138,0.1612987423158506,0.0035492420196533204,0.0002368790320048391,relu,0.001,"(23, 23)",0.13,"{'NN__activation': 'relu', 'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (23, 23), 'NN__learning_rate_init': 0.13}",0.5328630865428946,0.49999999999999967,0.5494269206607039,0.4999999999999999,0.5863028295432444,0.5337185673493685,0.03251606498279305,1,0.5403383420666131,0.4999999999999998,0.5680087660785207,0.49999999999999967,0.5912867720013333,0.5399267760292934,0.03637282399309322
