,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5740676879882812,0.06044601554855576,0.0022993087768554688,0.00011445641412724357,relu,0.1,"(23, 23)",0.13,"{'NN__activation': 'relu', 'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (23, 23), 'NN__learning_rate_init': 0.13}",0.9168646917856496,0.9357662023016353,0.9122350090854026,0.8966686856450634,0.9148018648018648,0.9152679313534213,0.012474615456660648,1,0.9193933939623595,0.9224966312487577,0.9287304778104223,0.9257284234244183,0.9318340882838076,0.9256366029459532,0.004400599910516601
